rel_path,species_key,species_idx,source_tag,source_kind,source_id,source_url,split_image,split_group,group_id,group_id_v2,sha256
inaturalist/additional_ebird/Ootaka_Eurasian_Goshawk/ebird_644336804.jpg,Ootaka,4,ebird,macaulay,644336804,https://macaulaylibrary.org/asset/644336804,train,test,Ootaka/EBIRD/644336804,Ootaka/EBIRD/644336804,8a311ff6842b5dc092524bd30bb6170be135a3ac7012454afb449b394e257e08
inaturalist/additional_ebird/Ootaka_Eurasian_Goshawk/ebird_645153364.jpg,Ootaka,4,ebird,macaulay,645153364,https://macaulaylibrary.org/asset/645153364,train,train,Ootaka/EBIRD/645153364,Ootaka/EBIRD/645153364,2a9bd77ac4746a7dd444d418b6a070cf97304a8d2aae51035ca788c765b304af
inaturalist/additional_ebird/Ootaka_Eurasian_Goshawk/ebird_645597173.jpg,Ootaka,4,ebird,macaulay,645597173,https://macaulaylibrary.org/asset/645597173,val,train,Ootaka/EBIRD/645597173,Ootaka/EBIRD/645597173,49992d60c128888812bbd80e6f3f9ea898716554e7b33c7fad976028e56ca96d
inaturalist/additional_ebird/Ootaka_Eurasian_Goshawk/ebird_646025588.jpg,Ootaka,4,ebird,macaulay,646025588,https://macaulaylibrary.org/asset/646025588,test,test,Ootaka/EBIRD/646025588,Ootaka/EBIRD/646025588,686be1b97f6480ca8318d9d94464511f80d2274909c1f817b87cd2d80721b51c
inaturalist/additional_ebird/Ootaka_Eurasian_Goshawk/ebird_647940029.jpg,Ootaka,4,ebird,macaulay,647940029,https://macaulaylibrary.org/asset/647940029,train,train,Ootaka/EBIRD/647940029,Ootaka/EBIRD/647940029,b0a59308a60c3e4dbe7090aaa577c85710587b38b04c3db14a8f7258fe983c57
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-7D2M9675-1-315-269-579-300.JPG,Chuhi,5,v6_root,own_photo,7D2M9675-1,,train,train,Chuhi/CROP/7D2M9675-1,Chuhi/CROP/7D2M9675-1,5c7d770451b36428e4719e348ba0beefbd34e6b1ae6e25a449a9dfbc3ce060cd
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-7D2M9675-2294-1239-643-459.JPG,Chuhi,5,v6_root,own_photo,7D2M9675,,train,test,Chuhi/CROP/7D2M9675,Chuhi/CROP/7D2M9675,1608ebb43d711368e898ad99035455d37a1c214f8844ccd4151fb6580f079c1e
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3123-1538-958-358-167.JPG,Chuhi,5,v6_root,own_photo,IMGP3123,,train,train,Chuhi/CROP/IMGP3123,Chuhi/CROP/IMGP3123,317de9985dbd0a40e995ddf1bcee7fabc2834360e9382d8b92ebed6509e42b8f
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3124-1370-1012-420-216.JPG,Chuhi,5,v6_root,own_photo,IMGP3124,,train,train,Chuhi/CROP/IMGP3124,Chuhi/CROP/IMGP3124,2ff61d3cbe9f9cd439a4971b83cffef278eeee83bab522768e4b3f83fa1c2070
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3125-1270-774-327-196.JPG,Chuhi,5,v6_root,own_photo,IMGP3125,,val,train,Chuhi/CROP/IMGP3125,Chuhi/CROP/IMGP3125,3234ba2ce58d056ef63a8e87f9f0c90692a2dae7e27fd6dfd83de922df1fdd80
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3126-1481-1137-254-145.JPG,Chuhi,5,v6_root,own_photo,IMGP3126,,test,train,Chuhi/CROP/IMGP3126,Chuhi/CROP/IMGP3126,4ac2f8e95ef65e35a9b27c4ded28e409dc566c8881eaea74fb218d2bc181987f
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3136-1361-916-432-293.JPG,Chuhi,5,v6_root,own_photo,IMGP3136,,train,train,Chuhi/CROP/IMGP3136,Chuhi/CROP/IMGP3136,b7eb5d59b57b4e638daae1fb4a01e844a389785a7748ec05fb67cbbc24978d0f
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3137-1388-767-361-336.JPG,Chuhi,5,v6_root,own_photo,IMGP3137,,train,test,Chuhi/CROP/IMGP3137,Chuhi/CROP/IMGP3137,af13f346f568576d5eaf9e49c68e08dcaea411fbaf73ac8a5d60defb3caa3b55
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGP3138-1718-613-443-346.JPG,Chuhi,5,v6_root,own_photo,IMGP3138,,val,train,Chuhi/CROP/IMGP3138,Chuhi/CROP/IMGP3138,25f698b4960b1981f5f6a78c75c75beffe20aa923a8d48b1a2e9f2d87aa674e8
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1426-2220-1519-533-547.JPG,Chuhi,5,v6_root,own_photo,IMGr1426,,train,val,Chuhi/CROP/IMGr1426,Chuhi/CROP/IMGr1426,101a50e6a5dbce7c333250961ad66a47983edb7e6cd8e5b38eb945321883a1a6
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1427-2224-1002-606-286.JPG,Chuhi,5,v6_root,own_photo,IMGr1427,,val,train,Chuhi/CROP/IMGr1427,Chuhi/CROP/IMGr1427,4ec25e8b8f1cac0ef791e9232fdcdb0791ed3abdd6afdc34e337e08476caf2d1
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1428-2799-1310-507-469.JPG,Chuhi,5,v6_root,own_photo,IMGr1428,,val,train,Chuhi/CROP/IMGr1428,Chuhi/CROP/IMGr1428,39ff014fb5fc7387e28774925262550b39c4334da8dfb60328d12c8939200fee
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1429-2568-1233-602-469.JPG,Chuhi,5,v6_root,own_photo,IMGr1429,,val,train,Chuhi/CROP/IMGr1429,Chuhi/CROP/IMGr1429,0cfbb122cc820cb7dfc8f9c0004f9720c1a6151b59baa9edef15a705bf122b00
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1430-1r-339-111-521-800.JPG,Chuhi,5,v6_root,own_photo,IMGr1430-1r,,train,train,Chuhi/CROP/IMGr1430-1r,Chuhi/CROP/IMGr1430-1r,e7d5884117e6f4a4e4b5052b99dd44fd4afee550b0a6a5d7992d2ea839aec501
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1430-2016-1419-598-812.JPG,Chuhi,5,v6_root,own_photo,IMGr1430,,test,train,Chuhi/CROP/IMGr1430,Chuhi/CROP/IMGr1430,d0b0d158a1c796822a005fc0f82d883f2ada5dc1a91072e7d14dd6890967cb97
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1431-2259-1193-565-398.JPG,Chuhi,5,v6_root,own_photo,IMGr1431,,val,train,Chuhi/CROP/IMGr1431,Chuhi/CROP/IMGr1431,61400e47a93da1789ede390f0a97032c4c289b7c729c0d199edb84b2c2b4f897
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1432-1991-1745-540-512.JPG,Chuhi,5,v6_root,own_photo,IMGr1432,,val,train,Chuhi/CROP/IMGr1432,Chuhi/CROP/IMGr1432,027b62324e85f94c506b380ebab9ae5ec4065073b611f89acd00edf1385795e6
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1433-2630-1727-565-355.JPG,Chuhi,5,v6_root,own_photo,IMGr1433,,train,test,Chuhi/CROP/IMGr1433,Chuhi/CROP/IMGr1433,1ad23e007e9c69da202ec37c1020e51c59dd2f2da077e5dc9a0f031b5fe1873f
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1434-2243-1168-509-712.JPG,Chuhi,5,v6_root,own_photo,IMGr1434,,test,train,Chuhi/CROP/IMGr1434,Chuhi/CROP/IMGr1434,329ca5ccb83d71cc41c5898e78e434218a2cb57fb242ad1e8acd50986bb387f3
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1435-2549-1521-872-604.JPG,Chuhi,5,v6_root,own_photo,IMGr1435,,train,train,Chuhi/CROP/IMGr1435,Chuhi/CROP/IMGr1435,185cf635abaa2863a62b23ab0a154307401d8c5d61a25e1a6f013d8b686d5989
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1436-1989-1599-779-450.JPG,Chuhi,5,v6_root,own_photo,IMGr1436,,val,test,Chuhi/CROP/IMGr1436,Chuhi/CROP/IMGr1436,95df950e3d09f6de832221d19dd5e1f1dce74b0017e43f40992fbda6e39ff831
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1437-2603-1417-612-512.JPG,Chuhi,5,v6_root,own_photo,IMGr1437,,train,test,Chuhi/CROP/IMGr1437,Chuhi/CROP/IMGr1437,2a7c3f5389535e40dbec9ade115d401ad2cc19ecfe0cec08be65a0bcc7e57618
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1438-2024-1780-507-532.JPG,Chuhi,5,v6_root,own_photo,IMGr1438,,train,train,Chuhi/CROP/IMGr1438,Chuhi/CROP/IMGr1438,432d48c1b1a51efb0b9faf43d2345bc23a00c619ad5305220a7b61dcbc46acca
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr1439-2655-1358-545-580.JPG,Chuhi,5,v6_root,own_photo,IMGr1439,,train,train,Chuhi/CROP/IMGr1439,Chuhi/CROP/IMGr1439,7909e4cb110c905c14a4b8a0dd99bc401198adea129576b3476d703020fcd1bd
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2818-2207-1502-425-335.JPG,Chuhi,5,v6_root,own_photo,IMGr2818,,train,train,Chuhi/CROP/IMGr2818,Chuhi/CROP/IMGr2818,775432c58acafcf1bcd7f765cf003580d1cabc7e0c40a65a89cd72cad6028e5e
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2819-2328-1627-363-263.JPG,Chuhi,5,v6_root,own_photo,IMGr2819,,val,train,Chuhi/CROP/IMGr2819,Chuhi/CROP/IMGr2819,f94fd8a8d0cf13711a6254eddf47a872b115b6fd2fa3a9eab4eda8adbe840dfc
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2826-2131-1562-596-453.JPG,Chuhi,5,v6_root,own_photo,IMGr2826,,train,train,Chuhi/CROP/IMGr2826,Chuhi/CROP/IMGr2826,c43a5c3ef5cd2b9cc3bf26c84e90a80a50fba3d8e413f4527bc1560f118b934d
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2827-2273-1709-327-143.JPG,Chuhi,5,v6_root,own_photo,IMGr2827,,train,train,Chuhi/CROP/IMGr2827,Chuhi/CROP/IMGr2827,c802f05aadfd9b43211cf7d9dbfb0a65a756a47a68490798e586c69aadf2dbb5
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2828-2367-1598-320-195.JPG,Chuhi,5,v6_root,own_photo,IMGr2828,,train,train,Chuhi/CROP/IMGr2828,Chuhi/CROP/IMGr2828,122b11e5c8159eedddfc7290e4658aa6df80a7806b182a4e2a371f5bc028e9aa
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2834-2208-1502-333-407.JPG,Chuhi,5,v6_root,own_photo,IMGr2834,,train,train,Chuhi/CROP/IMGr2834,Chuhi/CROP/IMGr2834,400c5f757b8cbd66428b691068d3fbabda491207b72606bea95ec5e29fdd5dce
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2836-2380-1241-334-325.JPG,Chuhi,5,v6_root,own_photo,IMGr2836,,test,train,Chuhi/CROP/IMGr2836,Chuhi/CROP/IMGr2836,bcef7a7206d917a7e2e3f65cedb05770771ef62d86de004a03b730266ea8c3ae
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2837-2620-1761-348-191.JPG,Chuhi,5,v6_root,own_photo,IMGr2837,,train,train,Chuhi/CROP/IMGr2837,Chuhi/CROP/IMGr2837,f5e3083c4943263da980c146510dd8c91ba33f639e306d0daf93410699533221
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2838-2261-1439-379-583.JPG,Chuhi,5,v6_root,own_photo,IMGr2838,,train,train,Chuhi/CROP/IMGr2838,Chuhi/CROP/IMGr2838,f4c6d7d0efb85309d6b9382d451c022863325a2a3feb6bb5721902fdc33a5b95
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2839-2326-1577-351-525.JPG,Chuhi,5,v6_root,own_photo,IMGr2839,,train,train,Chuhi/CROP/IMGr2839,Chuhi/CROP/IMGr2839,409a4eaee34d3fd776e4285fa7cc4e6d20a4fe09604ee2b1224ed61decd788df
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2840r-1-490-262-264-532.JPG,Chuhi,5,v6_root,own_photo,IMGr2840r-1,,train,train,Chuhi/CROP/IMGr2840r-1,Chuhi/CROP/IMGr2840r-1,118c2acb233267ffb7897abad1e62f24cfae075acb49c5e13cf8aa318d907c4b
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2840r-2444-1546-333-551.JPG,Chuhi,5,v6_root,own_photo,IMGr2840r,,train,train,Chuhi/CROP/IMGr2840r,Chuhi/CROP/IMGr2840r,e4caa51b83d89d7ba2f3f7d2349833672d5eb48632b69e6b0164b4d53333ada5
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2845-2443-1401-276-224.JPG,Chuhi,5,v6_root,own_photo,IMGr2845,,train,test,Chuhi/CROP/IMGr2845,Chuhi/CROP/IMGr2845,2c5e8249e0b206cb7bd771d5c257847c7a6b36a3eb3d533b6565741edbd66398
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2846-2500-1381-295-493.JPG,Chuhi,5,v6_root,own_photo,IMGr2846,,test,val,Chuhi/CROP/IMGr2846,Chuhi/CROP/IMGr2846,92a9b407ce6e2a29f0b34310989511257f9852956501ad888f02fe96f8166d57
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr2847-2436-1391-292-424.JPG,Chuhi,5,v6_root,own_photo,IMGr2847,,train,train,Chuhi/CROP/IMGr2847,Chuhi/CROP/IMGr2847,75ce7857add1014f6afb5868427c82920eaa916087a4b8ca8bb6717f96476bca
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5449-2693-1751-590-432.JPG,Chuhi,5,v6_root,own_photo,IMGr5449,,train,train,Chuhi/CROP/IMGr5449,Chuhi/CROP/IMGr5449,11b60f9d65a47457af7dcf518e9a059f97edbd1623f2a3c8a00bd8cf3178fec9
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5450-1-811-407-471-641.JPG,Chuhi,5,v6_root,own_photo,IMGr5450-1,,train,train,Chuhi/CROP/IMGr5450-1,Chuhi/CROP/IMGr5450-1,bef45edd15580d7c50d803afa533b72e33aec83920d4acac334efa62e080ef33
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5450-2269-1384-507-733.JPG,Chuhi,5,v6_root,own_photo,IMGr5450,,train,train,Chuhi/CROP/IMGr5450,Chuhi/CROP/IMGr5450,bf5b7402cbcaa03449e102f1034d4221be148fa14a3c29cec008a959a1583145
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5451-2227-1421-493-450.JPG,Chuhi,5,v6_root,own_photo,IMGr5451,,train,train,Chuhi/CROP/IMGr5451,Chuhi/CROP/IMGr5451,b4af403800aec3657db968ccdfd6c6d7fb9b30fd7a3bc2a327943547c47acbb7
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5452-2299-1506-484-658.JPG,Chuhi,5,v6_root,own_photo,IMGr5452,,train,train,Chuhi/CROP/IMGr5452,Chuhi/CROP/IMGr5452,9928c42efa44e0e7d6d902378e94ab9218480f7a3fab68d07ecb9d50e0fbb9cd
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5454-2580-1587-681-533.JPG,Chuhi,5,v6_root,own_photo,IMGr5454,,train,val,Chuhi/CROP/IMGr5454,Chuhi/CROP/IMGr5454,e9bd530ffa45d04a3cf1440ce7e20af44680a55fa29873c09290a54fdf2f6fd5
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5456-2583-1505-334-528.JPG,Chuhi,5,v6_root,own_photo,IMGr5456,,train,test,Chuhi/CROP/IMGr5456,Chuhi/CROP/IMGr5456,155cbc8bc63082059ee9a45c2d5c4acc303326090b1fe52b6cc16599d72b55e9
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5461-2169-1357-738-527.JPG,Chuhi,5,v6_root,own_photo,IMGr5461,,test,test,Chuhi/CROP/IMGr5461,Chuhi/CROP/IMGr5461,ec53b090c4afcaf0aa7aca077ea977ff89e8abaf761462eeca55256fed42e8d9
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5462-2596-2015-483-623.JPG,Chuhi,5,v6_root,own_photo,IMGr5462,,train,val,Chuhi/CROP/IMGr5462,Chuhi/CROP/IMGr5462,e921f8cebb70af17caddfca02a005452409e52a598999465ab18b0a98948dc87
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5463-2354-1750-466-596.JPG,Chuhi,5,v6_root,own_photo,IMGr5463,,train,train,Chuhi/CROP/IMGr5463,Chuhi/CROP/IMGr5463,58b8e812a02448e466603f23c67aabcdfab61a10ad71ee8773d2ed7d52143d38
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5464-1966-1178-742-436.JPG,Chuhi,5,v6_root,own_photo,IMGr5464,,train,train,Chuhi/CROP/IMGr5464,Chuhi/CROP/IMGr5464,08dc639da05a93da218dfcade3f39e93f58be8473740c4f2d5d034b4750392ac
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr5668-2428-1388-241-219.JPG,Chuhi,5,v6_root,own_photo,IMGr5668,,train,train,Chuhi/CROP/IMGr5668,Chuhi/CROP/IMGr5668,e32f49340bf3bc27db2c0ca5093d626e27961577996b3691ea60c7f920972018
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr6025-2616-1808-97-113.JPG,Chuhi,5,v6_root,own_photo,IMGr6025,,train,train,Chuhi/CROP/IMGr6025,Chuhi/CROP/IMGr6025,53ee7cd135864b7558350f4fc5fc9e27265e1ce15640b6d664b9dbccf94e4f55
tool_bird_class_train/Chuhi_Eastern_Marsh_Harrier/AAS1_chuhi-IMGr6043-2265-1646-276-258.JPG,Chuhi,5,v6_root,own_photo,IMGr6043,,val,train,Chuhi/CROP/IMGr6043,Chuhi/CROP/IMGr6043,af55e8c64e7960c6ed798a64f7f22c88ad79b0e38f96d3af217e5ecbf9c281d2
